year_start,year_end,capital_final
2021-01-01,2022-01-01,1.5762972793606322
2022-01-01,2023-01-01,2.523618780824937
2023-01-01,2024-01-01,3.1680197489718633
2024-01-01,2025-01-01,3.024811391645712
2025-01-01,2026-01-01,3.5354000955460547
